@RELATION walk
 @ATTRIBUTE	stepValleyCount REAL
 @ATTRIBUTE	averageX REAL
 @ATTRIBUTE	stddevX REAL
 @ATTRIBUTE	averageZ REAL
 @ATTRIBUTE	stddevZ REAL
 @ATTRIBUTE	mountValleyY REAL
 @ATTRIBUTE	averageLpfDeltaY REAL
 @ATTRIBUTE	slopeZ REAL
 @ATTRIBUTE	averageLpfAbsX REAL
 @ATTRIBUTE	stddevRadianXY REAL
 @ATTRIBUTE	stddevRadianXZ REAL
 @ATTRIBUTE	stddevRadianLpfXY REAL
 @ATTRIBUTE	stddevRadianLpfXZ REAL
 @ATTRIBUTE	averageXStepAve REAL
 @ATTRIBUTE	averageZStepAve REAL
 @ATTRIBUTE	stddevXStepAve REAL
 @ATTRIBUTE	stddevZStepAve REAL
 @ATTRIBUTE	averageDeltaYStepAve REAL
 @ATTRIBUTE	mountValleyYStepAve REAL
 @ATTRIBUTE	averageLpfDeltaYStepAve REAL
 @ATTRIBUTE	mountValleyLpfYStepAve REAL
 @ATTRIBUTE	averageLpfAbsXStepAve REAL
 @ATTRIBUTE	slopeZStepAve REAL
 @ATTRIBUTE	averageRadianXYStepAve REAL
 @ATTRIBUTE	averageRadianXZStepAve REAL
 @ATTRIBUTE	stddevRadianXYStepAve REAL
 @ATTRIBUTE	stddevRadianXZStepAve REAL
 @ATTRIBUTE	averageRadianLpfXYStepAve REAL
 @ATTRIBUTE	averageRadianLpfXZStepAve REAL
 @ATTRIBUTE	stddevRadianLpfXYStepAve REAL
 @ATTRIBUTE	stddevRadianLpfXZStepAve REAL
 @ATTRIBUTE	averageXStepDev REAL
 @ATTRIBUTE	averageZStepDev REAL
 @ATTRIBUTE	stddevXStepDev REAL
 @ATTRIBUTE	stddevZStepDev REAL
 @ATTRIBUTE	averageDeltaYStepDev REAL
 @ATTRIBUTE	mountValleyYStepDev REAL
 @ATTRIBUTE	averageLpfDeltaYStepDev REAL
 @ATTRIBUTE	mountValleyLpfYStepDev REAL
 @ATTRIBUTE	averageLpfAbsXStepDev REAL
 @ATTRIBUTE	slopeZStepDev REAL
 @ATTRIBUTE	averageRadianXYStepDev REAL
 @ATTRIBUTE	averageRadianXZStepDev REAL
 @ATTRIBUTE	stddevRadianXYStepDev REAL
 @ATTRIBUTE	stddevRadianXZStepDev REAL
 @ATTRIBUTE	averageRadianLpfXYStepDev REAL
 @ATTRIBUTE	averageRadianLpfXZStepDev REAL
 @ATTRIBUTE	stddevRadianLpfXYStepDev REAL
 @ATTRIBUTE	stddevRadianLpfXZStepDev REAL
@ATTRIBUTE	class{gani,suri,sayu,neko,uchi,noke,futs}
@DATA
10,0.000203,0.088347,-0.157577,0.135235,0.055427,0.00008,0.000009,0.050729,0.08233,0.545037,0.054475,0.327439,0.00642,-0.189402,0.101223,0.146697,-0.000099,0.079137,-0.000108,0.039945,0.052783,0.003876,1.562934,1.525832,0.094311,0.564723,1.584942,1.54937,0.070694,0.368615,0.012433,1.029671,0.007416,0.017198,0.000783,0.01549,0.000783,0.044003,0.006022,0.000724,0.01134,0.050031,0.00946,0.069466,0.011458,0.058691,0.006873,0.066175,noke
10,-0.006424,0.090923,-0.170133,0.126374,0.057471,0.000075,0.000006,0.05724,0.086378,0.549176,0.063627,0.440011,0.004429,-0.184608,0.102414,0.142943,0.00069,0.093154,0.000034,0.040001,0.060591,0.003767,1.566335,1.538725,0.095169,0.618394,1.587924,1.561652,0.075321,0.48577,0.021238,0.768307,0.009146,0.013161,0.000761,0.01877,0.000761,0.048439,0.006941,0.000422,0.019766,0.101452,0.010222,0.11065,0.018944,0.104234,0.006451,0.110708,noke
10,0.007937,0.097723,-0.171497,0.148319,0.05125,0.000098,0.000015,0.062643,0.091748,0.623764,0.067688,0.469254,0.00785,-0.200993,0.107299,0.156923,0.000463,0.088234,0.000137,0.038042,0.061599,0.004318,1.56161,1.531883,0.100965,0.611093,1.582659,1.551951,0.078672,0.481524,0.011582,1.404839,0.01838,0.015324,0.000512,0.008865,0.000512,0.033289,0.014429,0.000748,0.008489,0.091102,0.015607,0.105197,0.006485,0.067604,0.013863,0.06262,noke
10,-0.00912,0.088883,-0.152628,0.126561,0.053228,0.000069,-0.000073,0.051097,0.083725,0.647296,0.058178,0.491121,-0.005012,-0.154063,0.100166,0.138789,0.000674,0.096112,0.000017,0.037059,0.055909,0.003441,1.575726,1.583244,0.095119,0.734515,1.595564,1.606044,0.07348,0.554307,0.012788,0.40685,0.014063,0.007915,0.000698,0.015245,0.000698,0.043653,0.008467,0.000941,0.011384,0.12252,0.011668,0.105198,0.009509,0.108869,0.007423,0.102532,noke
10,-0.004767,0.088354,-0.173324,0.12687,0.051826,0.000081,-0.000056,0.050265,0.08245,0.556091,0.055073,0.386432,0.002934,-0.175531,0.097159,0.141628,0.000618,0.089951,0.00004,0.039449,0.053174,0.003499,1.568922,1.590514,0.090709,0.62016,1.590672,1.613462,0.069118,0.427047,0.019718,0.662071,0.015481,0.00648,0.000606,0.011348,0.000606,0.037663,0.010569,0.000424,0.016266,0.094248,0.013356,0.049424,0.012577,0.086173,0.008892,0.093628,noke
10,-0.009207,0.093947,-0.150203,0.135826,0.053444,0.000105,-0.000089,0.052692,0.086836,0.664434,0.060723,0.482902,-0.008427,-0.1564,0.104307,0.133207,0.000384,0.091285,0.000015,0.041609,0.052816,0.003564,1.579701,1.745424,0.095681,0.685146,1.600499,1.765193,0.070434,0.468936,0.010561,0.447077,0.009291,0.010644,0.000504,0.019144,0.000504,0.048918,0.013551,0.000979,0.008923,0.106857,0.011686,0.095372,0.007854,0.08943,0.01355,0.16503,noke
10,-0.006387,0.089664,-0.13604,0.133657,0.056671,0.00009,-0.000062,0.052824,0.08154,0.62859,0.056274,0.437488,-0.003737,-0.150182,0.105346,0.141872,0.000577,0.086493,-0.000021,0.038887,0.056468,0.003343,1.574771,1.625307,0.096154,0.717877,1.595774,1.646141,0.072273,0.496095,0.014408,0.379913,0.016766,0.015433,0.000661,0.014446,0.000661,0.042494,0.008624,0.000691,0.013694,0.153657,0.015864,0.087681,0.014371,0.130927,0.006451,0.072155,noke
11,-0.006654,0.089903,-0.151728,0.130712,0.051813,0.000059,-0.00011,0.053234,0.081617,0.625655,0.059773,0.452839,-0.002892,-0.157692,0.094789,0.13564,0.000326,0.097615,-0.000052,0.037933,0.051679,0.003053,1.573659,1.61495,0.08606,0.620577,1.592354,1.635203,0.067452,0.43288,0.011213,0.510989,0.009217,0.014649,0.000429,0.018145,0.000429,0.044901,0.007435,0.000606,0.010873,0.124612,0.007612,0.096492,0.010248,0.100076,0.00577,0.121538,noke
9,0.003318,0.098368,-0.210605,0.123773,0.060753,0.000105,-0.000041,0.062455,0.093597,0.476091,0.065714,0.318794,0.016302,-0.224926,0.106122,0.134267,0.000097,0.078094,0.00015,0.048216,0.061896,0.003126,1.552932,1.489111,0.099615,0.465734,1.570601,1.501823,0.074887,0.332532,0.020076,1.046029,0.017174,0.01062,0.00079,0.014445,0.00079,0.045426,0.019084,0.000398,0.019319,0.124586,0.016007,0.081613,0.019954,0.115186,0.016562,0.112332,sayu
9,0.011588,0.097944,-0.191568,0.133031,0.064815,-0.000033,-0.000153,0.065358,0.097667,0.627372,0.079267,0.410077,0.004437,-0.221688,0.102359,0.12798,0.000243,0.080322,0.000041,0.059734,0.063974,0.002404,1.564455,1.543109,0.102834,0.509348,1.581763,1.559925,0.070951,0.319836,0.044747,0.718319,0.021184,0.022701,0.000304,0.012957,0.000304,0.043024,0.019613,0.001394,0.045909,0.195537,0.023383,0.110379,0.045392,0.191866,0.02036,0.132856,sayu
10,0.00834,0.108939,-0.199563,0.123859,0.061506,0.000061,-0.000045,0.063467,0.106314,0.533485,0.072993,0.364686,0.010385,-0.210552,0.120359,0.134239,0.000175,0.076406,0.00008,0.052706,0.06517,0.003183,1.558052,1.544086,0.117516,0.554473,1.57618,1.558768,0.080031,0.346973,0.032122,1.198527,0.015722,0.012012,0.000472,0.010942,0.000472,0.036984,0.013819,0.000754,0.033376,0.215069,0.018173,0.082353,0.032959,0.207872,0.017509,0.083321,sayu
9,0.006607,0.100555,-0.225839,0.13519,0.064978,-0.000026,-0.000122,0.061826,0.098366,0.459947,0.074091,0.359517,0.014294,-0.233154,0.114658,0.143754,0.000384,0.090202,0.000195,0.052183,0.073277,0.003079,1.557192,1.489077,0.111873,0.500981,1.576088,1.508129,0.085922,0.359471,0.036778,1.064375,0.027466,0.026094,0.000548,0.01404,0.000548,0.044785,0.023964,0.000846,0.035842,0.195857,0.026808,0.09672,0.034162,0.194669,0.029454,0.11271,sayu
10,-0.000705,0.106675,-0.168699,0.143072,0.061414,0.000066,-0.000152,0.062899,0.105821,0.643503,0.073606,0.384657,0.024914,-0.197771,0.129683,0.12785,-0.000082,0.083845,-0.000103,0.047659,0.073531,0.002598,1.549095,1.458839,0.124795,0.650498,1.576823,1.491613,0.08166,0.381382,0.059949,0.91721,0.037815,0.028552,0.000832,0.020957,0.000832,0.051182,0.022231,0.001459,0.056277,0.291547,0.034071,0.133329,0.044892,0.273421,0.022281,0.124537,sayu
10,-0.009789,0.105442,-0.190679,0.133829,0.068694,-0.000064,-0.000059,0.071401,0.105032,0.522902,0.084715,0.387218,0.000427,-0.227392,0.120438,0.143043,0.001564,0.078248,0.000308,0.055723,0.071559,0.001856,1.568251,1.57049,0.117789,0.542782,1.590313,1.593678,0.084097,0.348243,0.056875,2.169462,0.020162,0.048766,0.001698,0.008446,0.001698,0.032493,0.013367,0.002685,0.054396,0.198918,0.020771,0.104429,0.055475,0.187264,0.019487,0.109102,sayu
9,-0.009529,0.107815,-0.184885,0.122553,0.061028,0.000058,-0.000068,0.071852,0.104477,0.566288,0.083898,0.416296,-0.003801,-0.209122,0.118753,0.123422,0.000293,0.08479,0.000042,0.052113,0.076338,0.002747,1.573099,1.556024,0.115234,0.569755,1.590927,1.57227,0.090297,0.411127,0.039837,0.768489,0.014529,0.014353,0.000603,0.013322,0.000603,0.043626,0.013126,0.000659,0.037895,0.205318,0.012622,0.049552,0.036107,0.197809,0.013063,0.054812,sayu
10,-0.008036,0.116953,-0.21629,0.139305,0.061246,0.00005,-0.000004,0.07942,0.115192,0.499202,0.095734,0.37752,0.00103,-0.245845,0.118121,0.128351,0.000256,0.078214,0.000005,0.050913,0.073389,0.002856,1.57029,1.564926,0.115749,0.456418,1.587719,1.581674,0.078985,0.303852,0.059588,6.472976,0.026155,0.025912,0.000277,0.011814,0.000277,0.038428,0.019223,0.001095,0.057616,0.217665,0.024687,0.103955,0.054988,0.209809,0.012986,0.053653,sayu
10,-0.003753,0.111628,-0.223967,0.12759,0.058947,0.000014,-0.000065,0.069647,0.108671,0.495967,0.084651,0.38939,0.008789,-0.219758,0.110574,0.127166,0.000196,0.087292,-0.000078,0.049823,0.065076,0.002834,1.562167,1.499105,0.107203,0.499244,1.57984,1.518178,0.080508,0.339515,0.036651,2.704535,0.025094,0.012574,0.000705,0.010437,0.000705,0.036119,0.014392,0.000527,0.036096,0.172615,0.023126,0.096571,0.035983,0.16994,0.013987,0.069755,sayu
10,-0.003175,0.108357,-0.198692,0.122198,0.060667,0.000071,-0.000051,0.071003,0.10406,0.501027,0.084932,0.36258,-0.005529,-0.20649,0.117972,0.122288,0.000379,0.083409,0.000082,0.051226,0.074258,0.002595,1.577185,1.603798,0.113227,0.533541,1.593785,1.619408,0.080596,0.321352,0.05475,1.497674,0.016736,0.018258,0.00064,0.016511,0.00064,0.04543,0.010326,0.000754,0.053458,0.228663,0.014443,0.090019,0.053601,0.236863,0.016791,0.093186,sayu
11,0.045737,0.096413,-0.208538,0.129796,0.059701,-0.000039,-0.000065,0.08362,0.097302,0.543543,0.076672,0.389883,0.061317,-0.244483,0.094455,0.118152,0.000186,0.097433,0.000113,0.043286,0.079542,0.00283,1.508701,1.357765,0.095164,0.443215,1.531058,1.374129,0.063711,0.252556,0.063116,46.128086,0.026376,0.029881,0.000401,0.014659,0.000401,0.040358,0.043617,0.001502,0.064896,0.29369,0.025382,0.160012,0.067991,0.287575,0.011539,0.090391,uchi
9,0.04409,0.109553,-0.237031,0.129383,0.059611,-0.000044,0.000005,0.09065,0.111593,0.51259,0.090398,0.411791,0.064608,-0.276088,0.115048,0.125797,0.000134,0.079943,0.000011,0.046791,0.097078,0.003296,1.504419,1.366212,0.117543,0.450652,1.521508,1.381235,0.070824,0.29851,0.07013,3.166232,0.024402,0.018038,0.000379,0.018771,0.000379,0.051783,0.041412,0.00121,0.074167,0.284671,0.026728,0.093396,0.07051,0.269236,0.015913,0.067115,uchi
10,0.033491,0.106826,-0.260807,0.153997,0.056604,-0.000019,-0.000047,0.08357,0.108994,0.506268,0.09074,0.404011,0.046382,-0.292919,0.108604,0.144649,0.000264,0.080987,0.000109,0.041099,0.083415,0.004245,1.523677,1.42784,0.109899,0.464062,1.543396,1.443519,0.065068,0.28724,0.072336,47.585289,0.020636,0.021022,0.000336,0.019224,0.000336,0.049021,0.032166,0.001473,0.075232,0.301938,0.019415,0.048671,0.07017,0.290193,0.005343,0.056264,uchi
8,0.023332,0.102547,-0.238654,0.143746,0.061742,-0.000054,-0.000093,0.075559,0.104088,0.506933,0.08144,0.410794,0.054718,-0.246142,0.104598,0.128214,0.000092,0.079628,0.00006,0.054598,0.075607,0.003246,1.514689,1.377394,0.104436,0.48678,1.531316,1.392651,0.064853,0.297542,0.043869,0.772511,0.023101,0.020233,0.000457,0.017031,0.000457,0.053278,0.028623,0.00188,0.045397,0.246197,0.023085,0.063271,0.041987,0.231923,0.011665,0.078762,uchi
10,0.032794,0.105384,-0.183153,0.186139,0.058824,0.000046,0.000048,0.077649,0.10565,0.668403,0.089843,0.596364,0.047268,-0.261132,0.106018,0.171642,0.000204,0.083195,0.000167,0.042321,0.076369,0.004455,1.522043,1.40859,0.106973,0.544383,1.541035,1.427462,0.076134,0.41727,0.045098,7.68073,0.022047,0.034094,0.000255,0.016276,0.000255,0.045106,0.023331,0.00191,0.046968,0.26692,0.019356,0.121275,0.041078,0.246994,0.016283,0.10859,uchi
10,0.043766,0.117917,-0.230004,0.167968,0.054204,-0.000052,-0.000028,0.09307,0.119685,0.686827,0.102316,0.490752,0.037598,-0.259157,0.124007,0.163063,-0.000201,0.08679,-0.000041,0.044435,0.094753,0.002634,1.531794,1.534498,0.124991,0.629998,1.549525,1.553786,0.073492,0.360492,0.088943,3.149806,0.034423,0.039753,0.000477,0.015093,0.000477,0.043435,0.044064,0.002124,0.091323,0.487328,0.033899,0.316948,0.087438,0.488523,0.02391,0.117663,uchi
10,0.047712,0.104825,-0.247607,0.159089,0.059686,-0.000042,-0.000054,0.083347,0.107179,0.58283,0.082251,0.422317,0.060466,-0.280069,0.105398,0.144271,0.000412,0.077925,0.00013,0.050955,0.081251,0.004072,1.507413,1.344129,0.106601,0.497361,1.525876,1.36008,0.060659,0.307551,0.064202,19.578925,0.019112,0.024848,0.000286,0.018539,0.000286,0.04814,0.040203,0.00109,0.066628,0.316396,0.018109,0.110473,0.061881,0.304848,0.01425,0.1203,uchi
8,0.042737,0.111554,-0.160043,0.143402,0.057562,-0.000046,-0.00002,0.090413,0.110412,0.702824,0.091407,0.559714,0.034523,-0.196498,0.123708,0.123643,-0.00006,0.07859,-0.000007,0.045303,0.091134,0.003161,1.536648,1.486291,0.120793,0.679927,1.552443,1.498279,0.062889,0.385901,0.085816,0.41385,0.024303,0.024597,0.000317,0.007347,0.000317,0.034993,0.029545,0.001599,0.086302,0.479136,0.024374,0.115205,0.081612,0.457729,0.012496,0.109471,uchi
7,0.043321,0.105291,-0.197704,0.15714,0.051744,-0.000046,-0.000061,0.087064,0.107208,0.712023,0.090448,0.4817,0.044458,-0.249396,0.107065,0.150833,0.000325,0.080112,0.000031,0.041601,0.081948,0.003219,1.524847,1.438733,0.109775,0.588363,1.538788,1.449105,0.080423,0.43332,0.055538,0.486327,0.009141,0.03123,0.00023,0.006535,0.00023,0.036152,0.028259,0.002384,0.057501,0.2997,0.008588,0.090189,0.053921,0.283347,0.020625,0.08248,uchi
10,0.03155,0.119472,-0.168025,0.167787,0.051282,-0.000081,0.000044,0.096727,0.118171,0.666546,0.101114,0.544679,0.048246,-0.227189,0.131067,0.150307,0.000117,0.083486,0.000019,0.038493,0.101136,0.004294,1.521575,1.38275,0.128783,0.599907,1.539644,1.391722,0.072652,0.357641,0.086545,2.966148,0.02118,0.036849,0.000287,0.021121,0.000287,0.051382,0.036253,0.001391,0.08925,0.41328,0.023344,0.068,0.08296,0.388802,0.012008,0.041877,uchi
10,0.012183,0.114216,-0.230924,0.131496,0.040172,0.000228,-0.000149,0.053077,0.111243,0.443611,0.057894,0.230481,0.02015,-0.248802,0.117283,0.129381,0.000258,0.08598,0.000088,0.024717,0.050681,0.003235,1.550434,1.521306,0.111235,0.432208,1.571464,1.538883,0.057936,0.19851,0.031035,3.902006,0.030125,0.028992,0.000475,0.020646,0.000475,0.050801,0.016827,0.001247,0.03417,0.116903,0.03243,0.082193,0.033119,0.121413,0.00594,0.051274,neko
10,0.024585,0.12949,-0.279478,0.129398,0.038633,-0.00002,-0.000042,0.053217,0.127766,0.41178,0.055741,0.196049,0.03258,-0.27166,0.134585,0.136006,0.000252,0.083784,-0.000107,0.02577,0.051492,0.00391,1.541077,1.448552,0.130859,0.454502,1.56393,1.473146,0.057231,0.174513,0.034207,52.864364,0.051204,0.016603,0.000675,0.021272,0.000675,0.051565,0.020363,0.000667,0.035433,0.126281,0.05003,0.084559,0.032963,0.117677,0.010063,0.051303,neko
10,0.025162,0.106551,-0.308564,0.113534,0.049419,0.000031,0.000027,0.04887,0.10581,0.318341,0.049704,0.161605,0.033168,-0.307355,0.103253,0.11931,0.000215,0.097652,-0.000021,0.034427,0.047607,0.003609,1.537129,1.461745,0.102063,0.316661,1.560627,1.487904,0.054343,0.137283,0.023358,400.030354,0.02556,0.020548,0.000491,0.014822,0.000491,0.043044,0.016477,0.001249,0.026862,0.085808,0.026272,0.071444,0.031147,0.095317,0.003867,0.032946,neko
9,0.036432,0.110611,-0.35807,0.159683,0.035511,0,-0.000122,0.060289,0.115833,0.299267,0.055547,0.140356,0.027983,-0.353228,0.118823,0.17465,0.000458,0.08191,0.000237,0.020212,0.048361,0.003559,1.542362,1.484832,0.124903,0.335399,1.567309,1.510314,0.062546,0.136251,0.035165,51.111533,0.020851,0.021864,0.000402,0.018086,0.000402,0.05083,0.015941,0.002256,0.036769,0.086545,0.021981,0.061782,0.036895,0.091524,0.005458,0.033984,neko
10,0.035131,0.111408,-0.358775,0.167279,0.033774,-0.000008,-0.000162,0.049877,0.113544,0.294975,0.054856,0.165334,0.020577,-0.356996,0.124067,0.177678,-0.000275,0.075488,-0.000089,0.021203,0.0494,0.000594,1.546399,1.538316,0.12755,0.332265,1.571988,1.562943,0.055541,0.133768,0.038961,241.057747,0.028909,0.03511,0.000463,0.010286,0.000463,0.035858,0.01992,0.001337,0.043498,0.136276,0.026138,0.034293,0.051559,0.14419,0.006745,0.042056,neko
11,0.032059,0.114872,-0.337416,0.154913,0.037097,0.000017,-0.000104,0.056313,0.116869,0.344992,0.056473,0.176256,0.021419,-0.372413,0.124766,0.182319,0.000277,0.076226,0.000123,0.02803,0.042824,0.001132,1.548618,1.51677,0.127247,0.363554,1.588189,1.544428,0.071101,0.141826,0.045207,2279211.614,0.037886,0.030625,0.001409,0.02281,0.001409,0.050343,0.027947,0.004485,0.0492,0.123489,0.036197,0.062246,0.062141,0.124439,0.027986,0.039868,neko
12,0.02938,0.145729,-0.373491,0.19416,0.039735,0.000038,0.000105,0.059531,0.149228,0.317292,0.06437,0.165988,0.002794,-0.424123,0.165106,0.204785,0.002186,0.083478,-0.000049,0.041397,0.056981,0.00195,1.569769,1.547993,0.170867,0.333503,1.60976,1.583018,0.090893,0.142528,0.100849,6.70E+15,0.093508,0.051234,0.000769,0.011619,0.000769,0.034087,0.024823,0.003321,0.113416,0.186891,0.103061,0.113129,0.137967,0.189784,0.082682,0.071755,neko
10,0.017333,0.1286,-0.298011,0.157225,0.036107,0.00006,0.00002,0.055214,0.12744,0.399658,0.059522,0.209438,0.026486,-0.316665,0.146857,0.176305,-0.000757,0.097254,-0.000309,0.025325,0.048782,0.001914,1.544858,1.479974,0.144541,0.452382,1.588937,1.531583,0.071555,0.175362,0.036664,5208.25191,0.051432,0.017997,0.001079,0.036888,0.001079,0.067904,0.021153,0.004226,0.040449,0.13545,0.049446,0.07969,0.063969,0.165608,0.037411,0.047341,neko
10,0.007474,0.107596,-0.186826,0.147316,0.046512,0.000101,-0.000066,0.049687,0.102384,0.564235,0.056419,0.351698,0.016478,-0.204528,0.127258,0.168619,0.000944,0.082435,0.000116,0.03107,0.050731,0.005947,1.556225,1.489913,0.119868,0.617264,1.581861,1.517634,0.072237,0.389358,0.013787,1.188869,0.017945,0.021369,0.0008,0.015183,0.0008,0.043564,0.015057,0.001375,0.01697,0.157911,0.01734,0.061857,0.0176,0.142469,0.01457,0.093492,futs
10,0.003252,0.09823,-0.172962,0.142699,0.057221,0.000129,-0.000076,0.04751,0.09552,0.592646,0.051541,0.399037,0.008344,-0.182205,0.112,0.149801,0.000729,0.083672,0.000074,0.033949,0.051805,0.005163,1.564101,1.52326,0.108222,0.653383,1.589412,1.552338,0.067222,0.40877,0.007706,0.786726,0.018845,0.020587,0.000557,0.015944,0.000557,0.044643,0.008475,0.001032,0.011133,0.182786,0.020697,0.067085,0.014488,0.199921,0.007417,0.092072,futs
10,0.005326,0.09776,-0.228274,0.151363,0.049934,0.000114,-0.000085,0.044884,0.096544,0.435928,0.05162,0.252294,0.016767,-0.251569,0.106808,0.15724,0.000312,0.076904,0.000016,0.033557,0.044866,0.0051,1.555947,1.520825,0.1044,0.472355,1.580472,1.548194,0.064267,0.274091,0.019093,4.715199,0.017776,0.01879,0.000707,0.01005,0.000707,0.035444,0.012736,0.00101,0.018158,0.08601,0.015309,0.068032,0.013835,0.0671,0.012133,0.084889,futs
10,0.013382,0.100644,-0.22178,0.162641,0.045752,0.000132,-0.00023,0.052399,0.099735,0.5425,0.0585,0.375251,0.021634,-0.206177,0.114303,0.166786,0.000685,0.082976,0.000038,0.028084,0.056255,0.005862,1.548271,1.459256,0.112226,0.617833,1.574827,1.48962,0.073743,0.405201,0.015005,1.18976,0.012272,0.016451,0.000261,0.014567,0.000261,0.042672,0.0121,0.001203,0.017949,0.18257,0.015057,0.074603,0.017059,0.142718,0.010694,0.116451,futs
11,0.012442,0.120729,-0.215094,0.170154,0.038168,0.000178,-0.000183,0.055649,0.11727,0.580245,0.059788,0.382493,0.016913,-0.204429,0.13313,0.187268,0.000458,0.078973,0.000054,0.018649,0.056171,0.006147,1.552394,1.516315,0.128564,0.674114,1.576876,1.540385,0.073046,0.381228,0.010691,2.494589,0.015734,0.011402,0.000572,0.013264,0.000572,0.03839,0.012285,0.001285,0.01173,0.159671,0.018907,0.089461,0.014878,0.169657,0.014675,0.151123,futs
11,0.012364,0.113176,-0.221318,0.169171,0.044957,0.000131,-0.00007,0.053012,0.105783,0.52991,0.05811,0.317978,0.01778,-0.236422,0.123676,0.176633,0.000778,0.083755,0.000145,0.025208,0.054241,0.005883,1.552481,1.486042,0.114996,0.556013,1.576653,1.513344,0.07356,0.329393,0.015012,18.404307,0.020423,0.027321,0.000708,0.018613,0.000708,0.045477,0.011818,0.001499,0.011477,0.087685,0.018438,0.067902,0.01077,0.084397,0.01264,0.075953,futs
11,0.008453,0.119763,-0.207908,0.16304,0.041389,-0.00007,-0.000109,0.055204,0.115487,0.567407,0.056928,0.331511,0.007375,-0.218413,0.122872,0.172312,0.000129,0.090726,0.000016,0.024735,0.051589,0.005346,1.562093,1.530487,0.117584,0.569309,1.585664,1.559701,0.065682,0.341881,0.016987,6.083363,0.028992,0.015583,0.000984,0.012517,0.000984,0.037293,0.007598,0.001275,0.014042,0.12034,0.028705,0.06995,0.011332,0.113544,0.007289,0.085775,futs
10,0.004121,0.113946,-0.21445,0.168755,0.042005,0.000151,-0.000098,0.056729,0.109009,0.539901,0.063957,0.363407,0.014075,-0.224,0.129043,0.178857,0.000243,0.076867,-0.000093,0.022357,0.059188,0.005576,1.556818,1.496083,0.121581,0.577413,1.580829,1.520155,0.076077,0.364076,0.01302,2.497983,0.016963,0.018518,0.000602,0.015343,0.000602,0.043794,0.01192,0.001224,0.01351,0.115148,0.017488,0.083111,0.013297,0.107125,0.011076,0.102909,futs
10,-0.006501,0.094194,-0.204917,0.143751,0.045455,0.000115,-0.000057,0.049693,0.09381,0.522639,0.058003,0.38308,0.008501,-0.209934,0.110485,0.160795,0.000554,0.077808,-0.000023,0.023647,0.056283,0.005461,1.56268,1.531945,0.110109,0.623826,1.588946,1.567385,0.076164,0.431163,0.012443,1.71867,0.014073,0.021141,0.000482,0.016628,0.000482,0.045591,0.011925,0.001066,0.015214,0.177254,0.016175,0.065633,0.014221,0.141716,0.014627,0.105846,futs
8,0.020154,0.075605,-0.212607,0.126673,0.065083,0.000041,0.000039,0.053246,0.075692,0.35158,0.055716,0.226669,0.016343,-0.281555,0.094781,0.130783,0.00005,0.087154,-0.000061,0.05088,0.054201,0.002898,1.553542,1.50821,0.09358,0.347947,1.56964,1.521597,0.066955,0.233318,0.034623,1.233982,0.012626,0.028159,0.000513,0.007098,0.000513,0.034396,0.01747,0.001612,0.034943,0.139865,0.011714,0.038349,0.028946,0.121679,0.012203,0.07213,futs
10,0.023186,0.084519,-0.219047,0.127343,0.053135,0.00007,0.000049,0.039704,0.078178,0.373939,0.04561,0.213706,0.017745,-0.259702,0.095786,0.126551,0.000256,0.096074,0.000052,0.043137,0.03833,0.003442,1.553274,1.4995,0.0878,0.362571,1.572737,1.519865,0.056117,0.219315,0.027418,17.432109,0.015843,0.015564,0.000388,0.016321,0.000388,0.045167,0.013866,0.000864,0.02561,0.129611,0.011492,0.049571,0.017768,0.09596,0.009836,0.071853,futs
10,0.023993,0.082595,-0.174493,0.118968,0.058577,0.000063,0.000035,0.043821,0.078372,0.471665,0.044256,0.274729,0.026836,-0.204038,0.092196,0.128205,0.000269,0.085785,0.000093,0.044105,0.046398,0.00375,1.544666,1.372751,0.088332,0.488035,1.563463,1.390273,0.057964,0.292276,0.008554,1.682714,0.022853,0.011134,0.000154,0.011285,0.000154,0.037559,0.009079,0.000441,0.00907,0.081677,0.019696,0.06311,0.008641,0.076154,0.008244,0.045701,futs
10,0.014988,0.075997,-0.16315,0.128491,0.052916,0.000067,-0.00009,0.03956,0.069904,0.565591,0.042769,0.306395,0.017112,-0.1762,0.083125,0.127175,0.000062,0.096614,-0.000017,0.037153,0.039168,0.003448,1.554755,1.531187,0.076651,0.552076,1.572903,1.548337,0.052821,0.299502,0.01074,0.661193,0.011786,0.012435,0.00023,0.026202,0.00023,0.05723,0.005676,0.000971,0.010419,0.114679,0.009669,0.062236,0.009851,0.094388,0.0032,0.103681,futs
9,0.027834,0.077224,-0.143164,0.138139,0.054865,0.000052,0.000027,0.042008,0.073137,0.632519,0.046747,0.33861,0.020985,-0.18609,0.086386,0.142695,0.000103,0.096486,-0.000033,0.045818,0.040788,0.004161,1.550308,1.425628,0.082318,0.563557,1.569209,1.444015,0.057226,0.327998,0.014235,0.576619,0.009957,0.020322,0.000679,0.016624,0.000679,0.048733,0.008638,0.000917,0.013869,0.112195,0.009665,0.105692,0.011392,0.089392,0.009088,0.087085,futs
